,feature_name
10031,advapi32.dll:AddUsersToEncryptedFile
10032,winmm.dll:waveInGetErrorTextA
10033,winmm.dll:waveOutMessage
10034,winmm.dll:mmioInstallIOProcA
10035,winmm.dll:timeGetSystemTime
10036,winmm.dll:OpenDriver
10037,winmm.dll:midiInGetErrorTextA
10038,winmm.dll:SendDriverMessage
10039,winmm.dll:joyGetPos
10040,imagehlp.dll:SymInitialize
10041,msvcrt.dll:__threadid
10042,msvbvm60.dll:__vbaVarIndexStore
10043,msvbvm60.dll:__vbaVarIndexLoadRefLock
10044,msvbvm60.dll:__vbaRefVarAry
10045,msvbvm60.dll:__vbaPrintObj
10046,msvbvm60.dll:__vbaVarAnd
10047,setupapi.dll:SetupCopyOEMInfW
10048,msvcrt.dll:_wexecv
10049,msvcrt.dll:_mbsspnp
10050,msvcrt.dll:_getwch
10051,msvcrt.dll:_ismbcdigit
10052,msvcrt.dll:_rotr
10053,msvcrt.dll:getwchar
10054,msvcrt.dll:_cputs
10055,msvcrt.dll:asin
10056,msvcrt.dll:setbuf
10057,wsock32.dll:getsockopt
10058,dnsapi.dll:DnsRecordStringForType
10059,glu32.dll:gluNewTess
10060,glu32.dll:gluErrorUnicodeStringEXT
10061,glu32.dll:gluSphere
10062,glu32.dll:gluQuadricTexture
10063,glu32.dll:gluProject
10064,glu32.dll:gluEndTrim
10065,glu32.dll:gluEndCurve
10066,glu32.dll:gluNurbsSurface
10067,glu32.dll:gluDeleteTess
10068,glu32.dll:gluBuild1DMipmaps
10069,glu32.dll:gluBeginSurface
10070,glu32.dll:gluBeginTrim
10071,glu32.dll:gluNurbsCurve
10072,glu32.dll:gluQuadricOrientation
10073,glu32.dll:gluScaleImage
10074,glu32.dll:gluTessProperty
10075,glu32.dll:gluDisk
10076,glu32.dll:gluTessEndContour
10077,glu32.dll:gluTessNormal
10078,glu32.dll:gluLoadSamplingMatrices
10079,glu32.dll:gluNurbsProperty
10080,glu32.dll:gluQuadricDrawStyle
10081,authz.dll:AuthzInitializeResourceManager
10082,qtgui4.dll:?pos@QWidget@@QEBA?AVQPoint@@XZ
10083,qtgui4.dll:?contentsRect@QWidget@@QEBA?AVQRect@@XZ
10084,qtgui4.dll:?topLevelWidgets@QApplication@@SA?AV?$QList@PEAVQWidget@@@@XZ
10085,qtgui4.dll:??0QIcon@@QEAA@AEBVQString@@@Z
10086,qtgui4.dll:??0QColor@@QEAA@AEBV0@@Z
10087,qtgui4.dll:??0QColor@@QEAA@HHHH@Z
10088,qtgui4.dll:??1QIcon@@QEAA@XZ
10089,qtgui4.dll:??0QIcon@@QEAA@XZ
10090,qtgui4.dll:?setText@QAbstractButton@@QEAAXAEBVQString@@@Z
10091,qtgui4.dll:?setText@QLabel@@QEAAXAEBVQString@@@Z
10092,qtgui4.dll:?setWindowTitle@QWidget@@QEAAXAEBVQString@@@Z
10093,qtgui4.dll:??1QCursor@@QEAA@XZ
10094,qtgui4.dll:?setCursor@QWidget@@QEAAXAEBVQCursor@@@Z
10095,qtgui4.dll:??0QCursor@@QEAA@W4CursorShape@Qt@@@Z
10096,qtgui4.dll:??0QPushButton@@QEAA@PEAVQWidget@@@Z
10097,qtgui4.dll:?setWordWrap@QLabel@@QEAAX_N@Z
10098,qtgui4.dll:?setMaximumSize@QWidget@@QEAAXAEBVQSize@@@Z
10099,qtgui4.dll:?setMinimumSize@QWidget@@QEAAXAEBVQSize@@@Z
10100,qtgui4.dll:?addLayout@QBoxLayout@@QEAAXPEAVQLayout@@H@Z
10101,qtgui4.dll:??0QSpacerItem@@QEAA@HHW4Policy@QSizePolicy@@0@Z
10102,qtgui4.dll:?addWidget@QBoxLayout@@QEAAXPEAVQWidget@@HV?$QFlags@W4AlignmentFlag@Qt@@@@@Z
10103,qtgui4.dll:??0QLabel@@QEAA@PEAVQWidget@@V?$QFlags@W4WindowType@Qt@@@@@Z
10104,qtgui4.dll:??0QHBoxLayout@@QEAA@XZ
10105,qtgui4.dll:??0QVBoxLayout@@QEAA@XZ
10106,qtgui4.dll:?setContentsMargins@QLayout@@QEAAXHHHH@Z
10107,qtgui4.dll:?setSpacing@QBoxLayout@@QEAAXH@Z
10108,qtgui4.dll:??0QVBoxLayout@@QEAA@PEAVQWidget@@@Z
10109,qtgui4.dll:?setStyleSheet@QWidget@@QEAAXAEBVQString@@@Z
10110,qtgui4.dll:?resize@QWidget@@QEAAXHH@Z
10111,qtgui4.dll:?metaObject@QVBoxLayout@@UEBAPEBUQMetaObject@@XZ
10112,qtgui4.dll:?qt_metacast@QVBoxLayout@@UEAAPEAXPEBD@Z
10113,qtgui4.dll:?qt_metacall@QVBoxLayout@@UEAAHW4Call@QMetaObject@@HPEAPEAX@Z
10114,qtgui4.dll:?childEvent@QLayout@@MEAAXPEAVQChildEvent@@@Z
10115,qtgui4.dll:?addItem@QBoxLayout@@UEAAXPEAVQLayoutItem@@@Z
10116,qtgui4.dll:?itemAt@QBoxLayout@@UEBAPEAVQLayoutItem@@H@Z
10117,qtgui4.dll:?takeAt@QBoxLayout@@UEAAPEAVQLayoutItem@@H@Z
10118,qtgui4.dll:?indexOf@QLayout@@UEBAHPEAVQWidget@@@Z
10119,qtgui4.dll:?count@QBoxLayout@@UEBAHXZ
10120,qtgui4.dll:?sizeHint@QBoxLayout@@UEBA?AVQSize@@XZ
10121,qtgui4.dll:?minimumSize@QBoxLayout@@UEBA?AVQSize@@XZ
10122,qtgui4.dll:?maximumSize@QBoxLayout@@UEBA?AVQSize@@XZ
10123,qtgui4.dll:?expandingDirections@QBoxLayout@@UEBA?AV?$QFlags@W4Orientation@Qt@@@@XZ
10124,qtgui4.dll:?setGeometry@QBoxLayout@@UEAAXAEBVQRect@@@Z
10125,qtgui4.dll:?geometry@QLayout@@UEBA?AVQRect@@XZ
10126,qtgui4.dll:?isEmpty@QLayout@@UEBA_NXZ
10127,qtgui4.dll:?hasHeightForWidth@QBoxLayout@@UEBA_NXZ
10128,qtgui4.dll:?heightForWidth@QBoxLayout@@UEBAHH@Z
10129,qtgui4.dll:?minimumHeightForWidth@QBoxLayout@@UEBAHH@Z
10130,qtgui4.dll:?invalidate@QBoxLayout@@UEAAXXZ
10131,qtgui4.dll:?widget@QLayoutItem@@UEAAPEAVQWidget@@XZ
10132,qtgui4.dll:?layout@QLayout@@UEAAPEAV1@XZ
10133,qtgui4.dll:?spacerItem@QLayoutItem@@UEAAPEAVQSpacerItem@@XZ
10134,qtgui4.dll:?metaObject@QHBoxLayout@@UEBAPEBUQMetaObject@@XZ
10135,qtgui4.dll:?qt_metacast@QHBoxLayout@@UEAAPEAXPEBD@Z
10136,qtgui4.dll:?qt_metacall@QHBoxLayout@@UEAAHW4Call@QMetaObject@@HPEAPEAX@Z
10137,qtgui4.dll:?metaObject@QLabel@@UEBAPEBUQMetaObject@@XZ
10138,qtgui4.dll:?qt_metacast@QLabel@@UEAAPEAXPEBD@Z
10139,qtgui4.dll:?qt_metacall@QLabel@@UEAAHW4Call@QMetaObject@@HPEAPEAX@Z
10140,qtgui4.dll:?event@QLabel@@MEAA_NPEAVQEvent@@@Z
10141,qtgui4.dll:?setVisible@QWidget@@UEAAX_N@Z
10142,qtgui4.dll:?sizeHint@QLabel@@UEBA?AVQSize@@XZ
10143,qtgui4.dll:?minimumSizeHint@QLabel@@UEBA?AVQSize@@XZ
10144,qtgui4.dll:?heightForWidth@QLabel@@UEBAHH@Z
10145,qtgui4.dll:?isNull@QImage@@QEBA_NXZ
10146,qtgui4.dll:?pixel@QImage@@QEBAIHH@Z
10147,qtgui4.dll:?qRed@@YAHI@Z
10148,qtgui4.dll:?qGreen@@YAHI@Z
10149,qtgui4.dll:?qBlue@@YAHI@Z
10150,qtgui4.dll:?setPixel@QImage@@QEAAXHHI@Z
10151,qtgui4.dll:?itemDelegate@QAbstractItemView@@QEBAPEAVQAbstractItemDelegate@@XZ
10152,qtgui4.dll:??0QStyleOptionViewItem@@QEAA@XZ
10153,qtgui4.dll:?visualItemRect@QTreeWidget@@QEBA?AVQRect@@PEBVQTreeWidgetItem@@@Z
10154,qtgui4.dll:?childCount@QTreeWidgetItem@@QEBAHXZ
10155,qtgui4.dll:?child@QTreeWidgetItem@@QEBAPEAV1@H@Z
10156,qtgui4.dll:?itemWidget@QTreeWidget@@QEBAPEAVQWidget@@PEAVQTreeWidgetItem@@H@Z
10157,qtgui4.dll:?isExpanded@QTreeWidgetItem@@QEBA_NXZ
10158,qtgui4.dll:?setMaximumHeight@QWidget@@QEAAXH@Z
10159,qtgui4.dll:?supportedDropActions@QTreeWidget@@MEBA?AV?$QFlags@W4DropAction@Qt@@@@XZ
10160,qtgui4.dll:?dropMimeData@QTreeWidget@@MEAA_NPEAVQTreeWidgetItem@@HPEBVQMimeData@@W4DropAction@Qt@@@Z
10161,qtgui4.dll:?mimeData@QTreeWidget@@MEBAPEAVQMimeData@@V?$QList@PEAVQTreeWidgetItem@@@@@Z
10162,qtgui4.dll:?mimeTypes@QTreeWidget@@MEBA?AVQStringList@@XZ
10163,qtgui4.dll:?setSelectionModel@QTreeWidget@@UEAAXPEAVQItemSelectionModel@@@Z
10164,qtgui4.dll:?setModel@QTreeWidget@@EEAAXPEAVQAbstractItemModel@@@Z
10165,qtgui4.dll:?dropEvent@QTreeWidget@@MEAAXPEAVQDropEvent@@@Z
10166,qtgui4.dll:?event@QTreeWidget@@MEAA_NPEAVQEvent@@@Z
10167,qtgui4.dll:??0QTreeWidget@@QEAA@PEAVQWidget@@@Z
10168,qtgui4.dll:?setHorizontalScrollBarPolicy@QAbstractScrollArea@@QEAAXW4ScrollBarPolicy@Qt@@@Z
10169,qtgui4.dll:?setVerticalScrollBarPolicy@QAbstractScrollArea@@QEAAXW4ScrollBarPolicy@Qt@@@Z
10170,qtgui4.dll:??1QTreeWidget@@UEAA@XZ
10171,qtgui4.dll:?parentWidget@QWidget@@QEBAPEAV1@XZ
10172,qtgui4.dll:?mapToGlobal@QWidget@@QEBA?AVQPoint@@AEBV2@@Z
10173,qtgui4.dll:??0QDesktopWidget@@QEAA@XZ
10174,qtgui4.dll:?availableGeometry@QDesktopWidget@@QEBA?BVQRect@@AEBVQPoint@@@Z
10175,qtgui4.dll:??1QDesktopWidget@@UEAA@XZ
10176,qtgui4.dll:??0QPainter@@QEAA@PEAVQPaintDevice@@@Z
10177,qtgui4.dll:?fillRect@QPainter@@QEAAXAEBVQRect@@W4GlobalColor@Qt@@@Z
10178,qtgui4.dll:??0QBrush@@QEAA@W4BrushStyle@Qt@@@Z
10179,qtgui4.dll:?setColor@QBrush@@QEAAXW4GlobalColor@Qt@@@Z
10180,qtgui4.dll:?setBrush@QPainter@@QEAAXAEBVQBrush@@@Z
10181,qtgui4.dll:?drawLine@QPainter@@QEAAXAEBVQPoint@@0@Z
10182,qtgui4.dll:??1QPainter@@QEAA@XZ
10183,qtgui4.dll:??0QFontMetrics@@QEAA@AEBVQFont@@@Z
10184,qtgui4.dll:?boundingRect@QFontMetrics@@QEBA?AVQRect@@AEBV2@HAEBVQString@@HPEAH@Z
10185,qtgui4.dll:??0QImage@@QEAA@XZ
10186,qtgui4.dll:?load@QImage@@QEAA_NAEBVQString@@PEBD@Z
10187,qtgui4.dll:?show@QWidget@@QEAAXXZ
10188,qtgui4.dll:?insertWidget@QBoxLayout@@QEAAXHPEAVQWidget@@HV?$QFlags@W4AlignmentFlag@Qt@@@@@Z
10189,qtgui4.dll:?text@QAbstractButton@@QEBA?AVQString@@XZ
10190,qtgui4.dll:?staticMetaObject@QDialog@@2UQMetaObject@@B
10191,qtgui4.dll:??0QDialog@@QEAA@PEAVQWidget@@V?$QFlags@W4WindowType@Qt@@@@@Z
10192,qtgui4.dll:?focusPreviousChild@QWidget@@IEAA_NXZ
10193,qtgui4.dll:?staticMetaObject@QMainWindow@@2UQMetaObject@@B
10194,qtgui4.dll:?setContextMenuPolicy@QWidget@@QEAAXW4ContextMenuPolicy@Qt@@@Z
10195,qtgui4.dll:?setSizeGripEnabled@QDialog@@QEAAX_N@Z
10196,qtgui4.dll:?setModal@QDialog@@QEAAX_N@Z
10197,qtgui4.dll:?setCheckable@QAbstractButton@@QEAAX_N@Z
10198,qtgui4.dll:?setAutoDefault@QPushButton@@QEAAX_N@Z
10199,qtgui4.dll:?raise@QWidget@@QEAAXXZ
10200,qtgui4.dll:?setTabOrder@QWidget@@SAXPEAV1@0@Z
10201,qtgui4.dll:?showEvent@QDialog@@MEAAXPEAVQShowEvent@@@Z
10202,qtgui4.dll:?qt_metacall@QDialog@@UEAAHW4Call@QMetaObject@@HPEAPEAX@Z
10203,qtgui4.dll:?qt_metacast@QDialog@@UEAAPEAXPEBD@Z
10204,qtgui4.dll:?metaObject@QDialog@@UEBAPEBUQMetaObject@@XZ
10205,qtgui4.dll:??1QDialog@@UEAA@XZ
10206,qtgui4.dll:?adjustSize@QWidget@@QEAAXXZ
10207,qtgui4.dll:?move@QWidget@@QEAAXHH@Z
10208,qtgui4.dll:?setSizeConstraint@QLayout@@QEAAXW4SizeConstraint@1@@Z
10209,qtgui4.dll:?qt_metacall@QStyledItemDelegate@@UEAAHW4Call@QMetaObject@@HPEAPEAX@Z
10210,qtgui4.dll:?qt_metacast@QStyledItemDelegate@@UEAAPEAXPEBD@Z
10211,qtgui4.dll:?itemDelegate@QAbstractItemView@@QEBAPEAVQAbstractItemDelegate@@AEBVQModelIndex@@@Z
10212,qtgui4.dll:?closePersistentEditor@QAbstractItemView@@QEAAXAEBVQModelIndex@@@Z
10213,qtgui4.dll:?openPersistentEditor@QAbstractItemView@@QEAAXAEBVQModelIndex@@@Z
10214,qtgui4.dll:?setGeometry@QWidget@@QEAAXHHHH@Z
10215,qtgui4.dll:?sizeHint@QStyledItemDelegate@@UEBA?AVQSize@@AEBVQStyleOptionViewItem@@AEBVQModelIndex@@@Z
10216,qtgui4.dll:?paint@QStyledItemDelegate@@UEBAXPEAVQPainter@@AEBVQStyleOptionViewItem@@AEBVQModelIndex@@@Z
10217,qtgui4.dll:?grabWidget@QPixmap@@SA?AV1@PEAVQWidget@@HHHH@Z
10218,qtgui4.dll:?drawPixmap@QPainter@@QEAAXAEBVQPoint@@AEBVQPixmap@@@Z
10219,qtgui4.dll:??0QStyledItemDelegate@@QEAA@PEAVQObject@@@Z
10220,qtgui4.dll:?styleSheet@QWidget@@QEBA?AVQString@@XZ
10221,qtgui4.dll:?styleSheet@QApplication@@QEBA?AVQString@@XZ
10222,qtgui4.dll:?selectionModel@QAbstractItemView@@QEBAPEAVQItemSelectionModel@@XZ
10223,qtgui4.dll:?isSelected@QItemSelectionModel@@QEBA_NAEBVQModelIndex@@@Z
10224,qtgui4.dll:?commitData@QAbstractItemDelegate@@IEAAXPEAVQWidget@@@Z
10225,qtgui4.dll:?setParent@QWidget@@QEAAXPEAV1@@Z
10226,qtgui4.dll:?setExpandsOnDoubleClick@QTreeView@@QEAAX_N@Z
10227,qtgui4.dll:?collapse@QTreeView@@QEAAXAEBVQModelIndex@@@Z
10228,qtgui4.dll:?expand@QTreeView@@QEAAXAEBVQModelIndex@@@Z
10229,qtgui4.dll:?size@QResizeEvent@@QEBAAEBVQSize@@XZ
10230,qtgui4.dll:?size@QWidget@@QEBA?AVQSize@@XZ
10231,qtgui4.dll:?resize@QWidget@@QEAAXAEBVQSize@@@Z
10232,qtgui4.dll:??0QBrush@@QEAA@AEBVQColor@@W4BrushStyle@Qt@@@Z
10233,qtgui4.dll:??0QPen@@QEAA@AEBVQBrush@@NW4PenStyle@Qt@@W4PenCapStyle@3@W4PenJoinStyle@3@@Z
10234,qtgui4.dll:??1QBrush@@QEAA@XZ
10235,qtgui4.dll:?setPen@QPainter@@QEAAXAEBVQPen@@@Z
10236,qtgui4.dll:??1QPen@@QEAA@XZ
10237,qtgui4.dll:?rootIsDecorated@QTreeView@@QEBA_NXZ
10238,qtgui4.dll:?indentation@QTreeView@@QEBAHXZ
10239,qtgui4.dll:?drawLine@QPainter@@QEAAXHHHH@Z
10240,qtgui4.dll:?fillRect@QPainter@@QEAAXHHHHAEBVQColor@@@Z
10241,qtgui4.dll:?rect@QPixmap@@QEBA?AVQRect@@XZ
10242,qtgui4.dll:?drawPixmap@QPainter@@QEAAXHHAEBVQPixmap@@@Z
10243,qtgui4.dll:?modifiers@QInputEvent@@QEBA?AV?$QFlags@W4KeyboardModifier@Qt@@@@XZ
10244,qtgui4.dll:?buttons@QMouseEvent@@QEBA?AV?$QFlags@W4MouseButton@Qt@@@@XZ
10245,qtgui4.dll:??0QMouseEvent@@QEAA@W4Type@QEvent@@AEBVQPoint@@W4MouseButton@Qt@@V?$QFlags@W4MouseButton@Qt@@@@V?$QFlags@W4KeyboardModifier@Qt@@@@@Z
10246,qtgui4.dll:??1QMouseEvent@@UEAA@XZ
10247,qtgui4.dll:?setFixedHeight@QWidget@@QEAAXH@Z
10248,qtgui4.dll:?setFixedWidth@QWidget@@QEAAXH@Z
10249,qtgui4.dll:?setSizePolicy@QWidget@@QEAAXW4Policy@QSizePolicy@@0@Z
10250,qtgui4.dll:?toImage@QPixmap@@QEBA?AVQImage@@XZ
10251,qtgui4.dll:??1QImage@@UEAA@XZ
10252,qtgui4.dll:?height@QImage@@QEBAHXZ
10253,qtgui4.dll:?width@QImage@@QEBAHXZ
10254,qtgui4.dll:?fromImage@QPixmap@@SA?AV1@AEBVQImage@@V?$QFlags@W4ImageConversionFlag@Qt@@@@@Z
10255,qtgui4.dll:??1QTreeWidgetItem@@UEAA@XZ
10256,qtgui4.dll:?write@QTreeWidgetItem@@UEBAXAEAVQDataStream@@@Z
10257,qtgui4.dll:?read@QTreeWidgetItem@@UEAAXAEAVQDataStream@@@Z
10258,qtgui4.dll:??MQTreeWidgetItem@@UEBA_NAEBV0@@Z
10259,qtgui4.dll:?setData@QTreeWidgetItem@@UEAAXHHAEBVQVariant@@@Z
10260,qtgui4.dll:?data@QTreeWidgetItem@@UEBA?AVQVariant@@HH@Z
10261,qtgui4.dll:?clone@QTreeWidgetItem@@UEBAPEAV1@XZ
10262,qtgui4.dll:?setColumnCount@QTreeWidget@@QEAAXH@Z
10263,qtgui4.dll:??0QTreeWidgetItem@@QEAA@H@Z
10264,qtgui4.dll:??0QTreeWidgetItem@@QEAA@PEAV0@H@Z
10265,qtgui4.dll:?setFirstColumnSpanned@QTreeWidgetItem@@QEAAX_N@Z
10266,qtgui4.dll:?addTopLevelItem@QTreeWidget@@QEAAXPEAVQTreeWidgetItem@@@Z
10267,qtgui4.dll:?resizeColumnToContents@QTreeView@@QEAAXH@Z
10268,qtgui4.dll:?setItemWidget@QTreeWidget@@QEAAXPEAVQTreeWidgetItem@@HPEAVQWidget@@@Z
10269,qtgui4.dll:?setSizeHint@QTreeWidgetItem@@QEAAXHAEBVQSize@@@Z
10270,qtgui4.dll:?window@QWidget@@QEBAPEAV1@XZ
10271,qtgui4.dll:?layout@QWidget@@QEBAPEAVQLayout@@XZ
10272,qtgui4.dll:?style@QWidget@@QEBAPEAVQStyle@@XZ
10273,qtgui4.dll:?update@QWidget@@QEAAXXZ
10274,qtgui4.dll:?height@QWidget@@QEBAHXZ
10275,qtgui4.dll:?boundingRect@QFontMetrics@@QEBA?AVQRect@@HHHHHAEBVQString@@HPEAH@Z
10276,qtgui4.dll:??0QTextLayout@@QEAA@AEBVQString@@@Z
10277,qtgui4.dll:??0QTextOption@@QEAA@XZ
10278,qtgui4.dll:?setWrapMode@QTextOption@@QEAAXW4WrapMode@1@@Z
10279,qtgui4.dll:?setTextOption@QTextLayout@@QEAAXAEBVQTextOption@@@Z
10280,qtgui4.dll:?font@QWidget@@QEBAAEBVQFont@@XZ
10281,qtgui4.dll:?setFont@QTextLayout@@QEAAXAEBVQFont@@@Z
10282,qtgui4.dll:?leading@QFontMetrics@@QEBAHXZ
10283,qtgui4.dll:?beginLayout@QTextLayout@@QEAAXXZ
10284,qtgui4.dll:?createLine@QTextLayout@@QEAA?AVQTextLine@@XZ
10285,qtgui4.dll:?isValid@QTextLine@@QEBA_NXZ
10286,qtgui4.dll:?setLineWidth@QTextLine@@QEAAXN@Z
10287,qtgui4.dll:?height@QTextLine@@QEBANXZ
10288,qtgui4.dll:?naturalTextWidth@QTextLine@@QEBANXZ
10289,qtgui4.dll:?endLayout@QTextLayout@@QEAAXXZ
10290,qtgui4.dll:?elidedText@QFontMetrics@@QEBA?AVQString@@AEBV2@W4TextElideMode@Qt@@HH@Z
10291,qtgui4.dll:??1QTextOption@@QEAA@XZ
10292,qtgui4.dll:??1QTextLayout@@QEAA@XZ
10293,qtgui4.dll:?globalPos@QHelpEvent@@QEBAAEBVQPoint@@XZ
10294,qtgui4.dll:??0QMessageBox@@QEAA@W4Icon@0@AEBVQString@@1V?$QFlags@W4StandardButton@QMessageBox@@@@PEAVQWidget@@V?$QFlags@W4WindowType@Qt@@@@@Z
10295,qtgui4.dll:??1QMessageBox@@UEAA@XZ
10296,qtgui4.dll:?activate@QLayout@@QEAA_NXZ
10297,qtgui4.dll:??1QStandardItemModel@@UEAA@XZ
10298,qtgui4.dll:?sort@QStandardItemModel@@UEAAXHW4SortOrder@Qt@@@Z
10299,qtgui4.dll:?flags@QStandardItemModel@@UEBA?AV?$QFlags@W4ItemFlag@Qt@@@@AEBVQModelIndex@@@Z
10300,qtgui4.dll:?removeColumns@QStandardItemModel@@UEAA_NHHAEBVQModelIndex@@@Z
10301,qtgui4.dll:?removeRows@QStandardItemModel@@UEAA_NHHAEBVQModelIndex@@@Z
10302,qtgui4.dll:?insertColumns@QStandardItemModel@@UEAA_NHHAEBVQModelIndex@@@Z
10303,qtgui4.dll:?insertRows@QStandardItemModel@@UEAA_NHHAEBVQModelIndex@@@Z
10304,qtgui4.dll:?supportedDropActions@QStandardItemModel@@UEBA?AV?$QFlags@W4DropAction@Qt@@@@XZ
10305,qtgui4.dll:?dropMimeData@QStandardItemModel@@UEAA_NPEBVQMimeData@@W4DropAction@Qt@@HHAEBVQModelIndex@@@Z
10306,qtgui4.dll:?mimeData@QStandardItemModel@@UEBAPEAVQMimeData@@AEBV?$QList@VQModelIndex@@@@@Z
10307,qtgui4.dll:?mimeTypes@QStandardItemModel@@UEBA?AVQStringList@@XZ
10308,qtgui4.dll:?setItemData@QStandardItemModel@@UEAA_NAEBVQModelIndex@@AEBV?$QMap@HVQVariant@@@@@Z
10309,qtgui4.dll:?itemData@QStandardItemModel@@UEBA?AV?$QMap@HVQVariant@@@@AEBVQModelIndex@@@Z
10310,qtgui4.dll:?setHeaderData@QStandardItemModel@@UEAA_NHW4Orientation@Qt@@AEBVQVariant@@H@Z
10311,qtgui4.dll:?headerData@QStandardItemModel@@UEBA?AVQVariant@@HW4Orientation@Qt@@H@Z
10312,qtgui4.dll:?setData@QStandardItemModel@@UEAA_NAEBVQModelIndex@@AEBVQVariant@@H@Z
10313,qtgui4.dll:?data@QStandardItemModel@@UEBA?AVQVariant@@AEBVQModelIndex@@H@Z
10314,qtgui4.dll:?hasChildren@QStandardItemModel@@UEBA_NAEBVQModelIndex@@@Z
10315,qtgui4.dll:?columnCount@QStandardItemModel@@UEBAHAEBVQModelIndex@@@Z
10316,qtgui4.dll:?rowCount@QStandardItemModel@@UEBAHAEBVQModelIndex@@@Z
10317,qtgui4.dll:?parent@QStandardItemModel@@UEBA?AVQModelIndex@@AEBV2@@Z
10318,qtgui4.dll:?index@QStandardItemModel@@UEBA?AVQModelIndex@@HHAEBV2@@Z
10319,qtgui4.dll:?qt_metacall@QStandardItemModel@@UEAAHW4Call@QMetaObject@@HPEAPEAX@Z
10320,qtgui4.dll:?qt_metacast@QStandardItemModel@@UEAAPEAXPEBD@Z
10321,qtgui4.dll:?metaObject@QStandardItemModel@@UEBAPEBUQMetaObject@@XZ
10322,qtgui4.dll:??0QStandardItemModel@@QEAA@PEAVQObject@@@Z
10323,qtgui4.dll:?insertColumn@QStandardItemModel@@QEAA_NHAEBVQModelIndex@@@Z
10324,qtgui4.dll:?setSelectionBehavior@QAbstractItemView@@QEAAXW4SelectionBehavior@1@@Z
10325,qtgui4.dll:?setIndentation@QTreeView@@QEAAXH@Z
10326,qtgui4.dll:?setItemsExpandable@QTreeView@@QEAAX_N@Z
10327,qtgui4.dll:?setHeaderHidden@QTreeView@@QEAAX_N@Z
10328,qtgui4.dll:?setHorizontalScrollMode@QAbstractItemView@@QEAAXW4ScrollMode@1@@Z
10329,qtgui4.dll:?initStyleOption@QStyledItemDelegate@@MEBAXPEAVQStyleOptionViewItem@@AEBVQModelIndex@@@Z
10330,qtgui4.dll:?displayText@QStyledItemDelegate@@UEBA?AVQString@@AEBVQVariant@@AEBVQLocale@@@Z
10331,qtgui4.dll:?editorEvent@QStyledItemDelegate@@MEAA_NPEAVQEvent@@PEAVQAbstractItemModel@@AEBVQStyleOptionViewItem@@AEBVQModelIndex@@@Z
10332,qtgui4.dll:??1QStyledItemDelegate@@UEAA@XZ
10333,qtgui4.dll:?name@QColor@@QEBA?AVQString@@XZ
10334,qtgui4.dll:?exec@QDialog@@QEAAHXZ
10335,qtgui4.dll:??1QMenu@@UEAA@XZ
10336,qtgui4.dll:?focusNextPrevChild@QMenu@@MEAA_N_N@Z
10337,qtgui4.dll:?changeEvent@QMenu@@MEAAXPEAVQEvent@@@Z
10338,qtgui4.dll:?hideEvent@QMenu@@MEAAXPEAVQHideEvent@@@Z
10339,qtgui4.dll:?actionEvent@QMenu@@MEAAXPEAVQActionEvent@@@Z
10340,qtgui4.dll:?paintEvent@QMenu@@MEAAXPEAVQPaintEvent@@@Z
10341,qtgui4.dll:?leaveEvent@QMenu@@MEAAXPEAVQEvent@@@Z
10342,qtgui4.dll:?enterEvent@QMenu@@MEAAXPEAVQEvent@@@Z
10343,qtgui4.dll:?keyPressEvent@QMenu@@MEAAXPEAVQKeyEvent@@@Z
10344,qtgui4.dll:?wheelEvent@QMenu@@MEAAXPEAVQWheelEvent@@@Z
10345,qtgui4.dll:?mouseMoveEvent@QMenu@@MEAAXPEAVQMouseEvent@@@Z
10346,qtgui4.dll:?mouseReleaseEvent@QMenu@@MEAAXPEAVQMouseEvent@@@Z
10347,qtgui4.dll:?mousePressEvent@QMenu@@MEAAXPEAVQMouseEvent@@@Z
10348,qtgui4.dll:?sizeHint@QMenu@@UEBA?AVQSize@@XZ
10349,qtgui4.dll:?timerEvent@QMenu@@MEAAXPEAVQTimerEvent@@@Z
10350,qtgui4.dll:?event@QMenu@@MEAA_NPEAVQEvent@@@Z
10351,qtgui4.dll:?qt_metacall@QMenu@@UEAAHW4Call@QMetaObject@@HPEAPEAX@Z
10352,qtgui4.dll:?qt_metacast@QMenu@@UEAAPEAXPEBD@Z
10353,qtgui4.dll:?metaObject@QMenu@@UEBAPEBUQMetaObject@@XZ
10354,qtgui4.dll:??0QMenu@@QEAA@PEAVQWidget@@@Z
10355,qtgui4.dll:??0QKeySequence@@QEAA@HHHH@Z
10356,qtgui4.dll:?mousePressEvent@QLabel@@MEAAXPEAVQMouseEvent@@@Z
10357,qtgui4.dll:?mouseReleaseEvent@QLabel@@MEAAXPEAVQMouseEvent@@@Z
10358,qtgui4.dll:?mouseDoubleClickEvent@QWidget@@MEAAXPEAVQMouseEvent@@@Z
10359,qtgui4.dll:?mouseMoveEvent@QLabel@@MEAAXPEAVQMouseEvent@@@Z
10360,qtgui4.dll:?wheelEvent@QWidget@@MEAAXPEAVQWheelEvent@@@Z
10361,qtgui4.dll:?addAction@QMenu@@QEAAPEAVQAction@@AEBVQString@@PEBVQObject@@PEBDAEBVQKeySequence@@@Z
10362,qtgui4.dll:??1QKeySequence@@QEAA@XZ
10363,qtgui4.dll:?setText@QAction@@QEAAXAEBVQString@@@Z
10364,qtgui4.dll:?keyPressEvent@QLabel@@MEAAXPEAVQKeyEvent@@@Z
